/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/deceased_person/place_of_death	/base/biblioness/bibs_location/country	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/people/person/spouse_s./people/marriage/spouse	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region
/people/person/spouse_s./people/marriage/spouse	/film/actor/film./film/performance/film	/film/film/distributors./film/film_film_distributor_relationship/region
/government/politician/government_positions_held./government/government_position_held/basic_title	/business/job_title/people_with_this_title./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/media_common/netflix_genre/titles	/film/film/runtime./film/film_cut/film_release_region
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/media_common/netflix_genre/titles	/film/film/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/dataworld/gardening_hint/split_to	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/administrative_parent	/location/location/contains
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth	/location/location/contains
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/film/actor/film./film/performance/film	/tv/tv_program/country_of_origin
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/base/popstra/celebrity/dated./base/popstra/dated/participant	/music/artist/origin
/film/director/film	/film/film/personal_appearances./film/personal_film_appearance/person	/people/person/employment_history./business/employment_tenure/company
/film/director/film	/film/film/personal_appearances./film/personal_film_appearance/person	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/personal_appearances./film/personal_film_appearance/person	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin	/location/location/contains
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/program_creator	/people/deceased_person/place_of_death
/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin	/location/administrative_division/first_level_division_of
/award/award_winner/awards_won./award/award_honor/award_winner	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/featured_film_locations
/organization/organization_founder/organizations_founded	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/featured_film_locations
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film	/film/film/featured_film_locations
/organization/organization_founder/organizations_founded	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/language/human_language/countries_spoken_in
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/places_lived./people/place_lived/location	/location/location/contains
/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location	/location/location/contains
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue	/base/biblioness/bibs_location/country
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/spouse_s./people/marriage/location_of_ceremony	/base/biblioness/bibs_location/country
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/country
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/dataworld/gardening_hint/split_to	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
